name,year,letterboxd_uri,rating,rewatch,watched_date,movie_id,language,poster,popularity,vote_average,release_date,genres,origin_country,revenue,runtime,tagline,cast,director
The Menu,2022,https://boxd.it/4SEz25,4,,2023-09-22,593643,en,https://image.tmdb.org/t/p/original'/v31MsWhF9WFh7Qooq6xSBbmJxoG.jpg,100.063,7.184,2022-11-17,"['Comedy', 'Thriller', 'Horror']",['US'],79628200,107,Painstakingly prepared. Brilliantly executed.,"[{'name': 'Anya Taylor-Joy', 'gender': 1}, {'name': 'Ralph Fiennes', 'gender': 2}, {'name': 'Nicholas Hoult', 'gender': 2}, {'name': 'Janet McTeer', 'gender': 1}, {'name': 'Paul Adelstein', 'gender': 2}, {'name': 'Rob Yang', 'gender': 2}, {'name': 'Aimee Carrero', 'gender': 1}, {'name': 'John Leguizamo', 'gender': 2}, {'name': 'Arturo Castro', 'gender': 2}, {'name': 'Reed Birney', 'gender': 2}, {'name': 'Hong Chau', 'gender': 1}, {'name': 'Judith Light', 'gender': 1}, {'name': 'Mark St. Cyr', 'gender': 2}, {'name': 'Rebecca Koon', 'gender': 1}, {'name': 'Peter Grosz', 'gender': 2}, {'name': 'Christina Brucato', 'gender': 1}, {'name': 'Adam Aalderks', 'gender': 2}, {'name': 'Jon Paul Allyn', 'gender': 0}, {'name': 'Mel Fair', 'gender': 2}, {'name': 'Cristian Gonzalez', 'gender': 0}, {'name': 'Matthew Cornwell', 'gender': 2}, {'name': 'John Wilkins III', 'gender': 2}, {'name': 'John Cola', 'gender': 0}, {'name': 'Michael A. Dean', 'gender': 2}, {'name': 'Marcus Aveons Duncan', 'gender': 0}, {'name': 'Alexander Goldstein', 'gender': 2}, {'name': 'Grant Henley', 'gender': 2}, {'name': 'A. Jae Michele', 'gender': 1}, {'name': 'Rachel Trautmann', 'gender': 1}, {'name': 'Victor Zheng', 'gender': 2}, {'name': 'Michael Neal', 'gender': 0}, {'name': 'Brandon Herron', 'gender': 0}, {'name': 'Jay Shadix', 'gender': 0}, {'name': 'Melisa Lopez', 'gender': 0}, {'name': 'Elbert Kim', 'gender': 0}]",['Mark Mylod']
Elemental,2023,https://boxd.it/4UZKVl,3.5,,2023-09-30,976573,en,https://image.tmdb.org/t/p/original'/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,208.861,7.66,2023-06-14,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",['US'],496000000,102,Opposites react.,"[{'name': 'Leah Lewis', 'gender': 1}, {'name': 'Mamoudou Athie', 'gender': 2}, {'name': 'Ronnie del Carmen', 'gender': 2}, {'name': 'Shila Ommi', 'gender': 1}, {'name': 'Wendi McLendon-Covey', 'gender': 1}, {'name': ""Catherine O'Hara"", 'gender': 1}, {'name': 'Mason Wertheimer', 'gender': 0}, {'name': 'Ronobir Lahiri', 'gender': 2}, {'name': 'Wilma Bonet', 'gender': 1}, {'name': 'Joe Pera', 'gender': 2}, {'name': 'Matthew Yang King', 'gender': 2}, {'name': 'Clara Lin Ding', 'gender': 1}, {'name': 'Reagan To', 'gender': 1}, {'name': 'Jeff Lapensee', 'gender': 2}, {'name': 'Ben Morris', 'gender': 0}, {'name': 'Alex Kapp', 'gender': 1}, {'name': 'P.L. Brown', 'gender': 2}, {'name': 'Jonathan Adams', 'gender': 2}, {'name': 'Innocent Ekakitie', 'gender': 2}]",['Peter Sohn']
"Crazy, Stupid, Love.",2011,https://boxd.it/4Znf79,4,Yes,2023-10-13,50646,en,https://image.tmdb.org/t/p/original'/p4RafgAPk558muOjnBMHhMArjS2.jpg,45.931,7.257,2011-07-29,"['Comedy', 'Drama', 'Romance']",['US'],145079584,118,This is crazy. This is stupid. This is love.,"[{'name': 'Steve Carell', 'gender': 2}, {'name': 'Ryan Gosling', 'gender': 2}, {'name': 'Julianne Moore', 'gender': 1}, {'name': 'Emma Stone', 'gender': 1}, {'name': 'Lio Tipton', 'gender': 3}, {'name': 'Jonah Bobo', 'gender': 2}, {'name': 'Joey King', 'gender': 1}, {'name': 'Marisa Tomei', 'gender': 1}, {'name': 'Beth Littleford', 'gender': 1}, {'name': 'John Carroll Lynch', 'gender': 2}, {'name': 'Kevin Bacon', 'gender': 2}, {'name': 'Liza Lapira', 'gender': 1}, {'name': 'Josh Groban', 'gender': 2}, {'name': 'Mekia Cox', 'gender': 1}, {'name': 'Julianna Guill', 'gender': 1}, {'name': 'Crystal Reed', 'gender': 1}, {'name': 'Zayne Emory', 'gender': 2}, {'name': 'Joanne Brooks', 'gender': 1}, {'name': 'Caitlin Thompson', 'gender': 1}, {'name': 'Karolina Wydra', 'gender': 1}, {'name': 'Tracy Mulholland', 'gender': 1}, {'name': 'Katerina Mikailenko', 'gender': 1}, {'name': 'Janine Barris', 'gender': 1}, {'name': 'Jenny Mollen', 'gender': 1}, {'name': 'Jessica Diz', 'gender': 1}, {'name': 'Olga Fonda', 'gender': 1}, {'name': 'Megan James', 'gender': 1}, {'name': 'Rebecca Flinn-White', 'gender': 1}, {'name': 'Reggie Lee', 'gender': 2}, {'name': 'Charlie Hartsock', 'gender': 2}, {'name': 'AlgeRita Wynn', 'gender': 1}, {'name': 'Wendy Worthington', 'gender': 1}, {'name': 'Dan Butler', 'gender': 2}, {'name': 'Tiara Parker', 'gender': 1}, {'name': 'Laurel Coppock', 'gender': 1}, {'name': 'Rasika Mathur', 'gender': 1}, {'name': 'Joshua Sternlicht', 'gender': 2}, {'name': 'Jasen Salvatore', 'gender': 2}, {'name': 'Michael John Long', 'gender': 2}, {'name': 'Ami Haruna', 'gender': 1}]","['Glenn Ficarra', 'John Requa']"
Superbad,2007,https://boxd.it/50ur4f,4,Yes,2023-10-16,8363,en,https://image.tmdb.org/t/p/original'/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,65.935,7.247,2007-03-20,['Comedy'],['US'],170800000,113,Come and get some!,"[{'name': 'Jonah Hill', 'gender': 2}, {'name': 'Michael Cera', 'gender': 2}, {'name': 'Christopher Mintz-Plasse', 'gender': 2}, {'name': 'Seth Rogen', 'gender': 2}, {'name': 'Bill Hader', 'gender': 2}, {'name': 'Martha MacIsaac', 'gender': 1}, {'name': 'Emma Stone', 'gender': 1}, {'name': 'Aviva Baumann', 'gender': 1}, {'name': 'Joe Lo Truglio', 'gender': 2}, {'name': 'Kevin Corrigan', 'gender': 2}, {'name': 'Clement Blake', 'gender': 2}, {'name': 'Erica Vittina Phillips', 'gender': 1}, {'name': 'Joe Nuñez', 'gender': 2}, {'name': 'Dave Franco', 'gender': 2}, {'name': 'Marcella Lentz-Pope', 'gender': 1}, {'name': 'Scott Gerbacia', 'gender': 2}, {'name': 'Laura Seay', 'gender': 1}, {'name': 'Roger Iwami', 'gender': 0}, {'name': 'Clint Mabry', 'gender': 2}, {'name': 'Stacy Edwards', 'gender': 1}, {'name': 'Mark Rogen', 'gender': 0}, {'name': 'Charlie Hartsock', 'gender': 2}, {'name': 'Dona Hardy', 'gender': 1}, {'name': 'Charley Rossman', 'gender': 2}, {'name': 'Carla Gallo', 'gender': 1}, {'name': 'Ben Best', 'gender': 2}, {'name': 'Jody Hill', 'gender': 2}, {'name': 'Kevin Breznahan', 'gender': 2}, {'name': 'David Krumholtz', 'gender': 2}, {'name': 'Mousa Kraish', 'gender': 2}, {'name': 'Nicholas Jasenovec', 'gender': 2}, {'name': 'Martin Starr', 'gender': 2}, {'name': 'Keith Loneker', 'gender': 2}, {'name': 'Matthew McKane', 'gender': 2}, {'name': 'Lauren Miller', 'gender': 1}, {'name': 'Peter Salett', 'gender': 2}, {'name': 'Rakefet Abergel', 'gender': 1}, {'name': 'Brooke Dillman', 'gender': 1}, {'name': 'Michael Naughton', 'gender': 2}, {'name': 'Steve Bannos', 'gender': 2}, {'name': 'Casey Margolis', 'gender': 0}, {'name': 'Laura Marano', 'gender': 1}, {'name': 'Matthew Bass', 'gender': 2}, {'name': 'Aurora Snow', 'gender': 1}, {'name': 'Jenna Haze', 'gender': 1}, {'name': 'Ted Haigh', 'gender': 0}, {'name': 'Michael Fennessey', 'gender': 0}, {'name': 'Brian Huskey', 'gender': 2}, {'name': 'Clark Duke', 'gender': 2}, {'name': 'Stephen Borrello IV', 'gender': 2}, {'name': 'Naathan Phan', 'gender': 0}, {'name': ""Pamella D'Pella"", 'gender': 1}, {'name': 'Danny McBride', 'gender': 2}, {'name': 'Cortney Palm', 'gender': 1}]",['Greg Mottola']
Cruella,2021,https://boxd.it/510vHJ,5,,2023-10-18,337404,en,https://image.tmdb.org/t/p/original'/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,83.876,8.024,2021-05-26,"['Comedy', 'Crime']",['US'],233503234,134,Hello Cruel World,"[{'name': 'Emma Stone', 'gender': 1}, {'name': 'Emma Thompson', 'gender': 1}, {'name': 'Joel Fry', 'gender': 2}, {'name': 'Paul Walter Hauser', 'gender': 2}, {'name': 'John McCrea', 'gender': 2}, {'name': 'Emily Beecham', 'gender': 1}, {'name': 'Mark Strong', 'gender': 2}, {'name': 'Kayvan Novak', 'gender': 2}, {'name': 'Kirby', 'gender': 1}, {'name': 'Jamie Demetriou', 'gender': 2}, {'name': 'Niamh Lynch', 'gender': 1}, {'name': 'Andrew Leung', 'gender': 2}, {'name': 'Ed Birch', 'gender': 2}, {'name': 'Dylan Lowe', 'gender': 2}, {'name': 'Paul Bazely', 'gender': 2}, {'name': 'Abraham Popoola', 'gender': 2}, {'name': 'Leo Bill', 'gender': 2}, {'name': 'Ninette Finch', 'gender': 1}, {'name': 'Sarah Crowden', 'gender': 1}, {'name': 'Harrison Willmott', 'gender': 0}, {'name': 'Jack Barry', 'gender': 2}, {'name': 'Asmara Gabrielle', 'gender': 1}, {'name': 'Tom Turner', 'gender': 2}, {'name': 'Thomas Padden', 'gender': 2}, {'name': 'Carl Rice', 'gender': 2}, {'name': 'Chris Ryman', 'gender': 2}, {'name': 'Javone Prince', 'gender': 2}, {'name': 'Hannah Stokely', 'gender': 1}, {'name': 'Haruka Abe', 'gender': 1}, {'name': 'Steve Edge', 'gender': 2}, {'name': 'Richard David-Caine', 'gender': 2}, {'name': 'Waleed Akhtar', 'gender': 0}, {'name': 'Janet Henfrey', 'gender': 1}, {'name': 'Elizabeth Marcano-Mortlock', 'gender': 1}, {'name': 'Camilla Roholm', 'gender': 1}, {'name': 'Joey Akubeze', 'gender': 2}, {'name': 'Linette Beaumont', 'gender': 1}, {'name': 'Conor Moloney', 'gender': 2}, {'name': 'Robert Cawsey', 'gender': 2}, {'name': 'Ed Kear', 'gender': 2}, {'name': 'Sid Sagar', 'gender': 2}, {'name': 'Jacqueline Chan', 'gender': 1}, {'name': 'Hermione Gulliford', 'gender': 1}, {'name': 'Surinder Duhra', 'gender': 0}, {'name': 'Peter Singh', 'gender': 2}, {'name': 'Geoffrey Burton', 'gender': 2}, {'name': 'Helena Dowling', 'gender': 1}, {'name': 'Paul Chowdhry', 'gender': 2}, {'name': 'Tim Steed', 'gender': 2}, {'name': 'John Mackay', 'gender': 2}, {'name': 'Nathan Amzi', 'gender': 2}, {'name': 'Trevor Laird', 'gender': 2}, {'name': 'Joshua Hill', 'gender': 2}, {'name': 'Michelle Greenidge', 'gender': 1}, {'name': 'Jane How', 'gender': 1}, {'name': 'Angela Sims', 'gender': 1}, {'name': 'Geraldine Fitzgerald', 'gender': 1}, {'name': 'Tipper Seifert-Cleveland', 'gender': 1}, {'name': 'Maeve Chadwick', 'gender': 1}, {'name': 'Nell Chadwick', 'gender': 1}, {'name': 'Billie Gadsdon', 'gender': 1}, {'name': 'Ziggy Gardner', 'gender': 2}, {'name': 'Joseph MacDonald', 'gender': 2}, {'name': 'Florisa Kamara', 'gender': 1}, {'name': 'Crystal Wingx', 'gender': 1}, {'name': 'John Wolfe', 'gender': 2}, {'name': 'Robert Ryan', 'gender': 2}]",['Craig Gillespie']
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,https://boxd.it/52CDxR,3.5,,2023-10-23,9090,en,https://image.tmdb.org/t/p/original'/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg,23.221,7.297,1995-09-07,"['Comedy', 'Drama']",['US'],47774193,109,Attitude is everything.,"[{'name': 'Patrick Swayze', 'gender': 2}, {'name': 'Wesley Snipes', 'gender': 2}, {'name': 'John Leguizamo', 'gender': 2}, {'name': 'Stockard Channing', 'gender': 1}, {'name': 'Blythe Danner', 'gender': 1}, {'name': 'Arliss Howard', 'gender': 2}, {'name': 'Jason London', 'gender': 2}, {'name': 'Chris Penn', 'gender': 2}, {'name': 'Melinda Dillon', 'gender': 1}, {'name': 'Beth Grant', 'gender': 1}, {'name': 'Alice Drummond', 'gender': 1}, {'name': 'Marceline Hugot', 'gender': 1}, {'name': 'Jennifer Milmore', 'gender': 1}, {'name': 'Jamie Harrold', 'gender': 2}, {'name': 'Mike Hodge', 'gender': 2}, {'name': 'Michael Vartan', 'gender': 2}, {'name': 'RuPaul', 'gender': 2}, {'name': 'Julie Newmar', 'gender': 1}, {'name': 'Joel Story', 'gender': 0}, {'name': 'Abie Hope Hyatt', 'gender': 0}, {'name': 'Jamie Leigh Wolbert', 'gender': 0}, {'name': 'Shea Degan', 'gender': 0}, {'name': 'Dean Houser', 'gender': 0}, {'name': 'Joe Grojean', 'gender': 0}, {'name': 'Keith Reddin', 'gender': 2}, {'name': 'Naomi Campbell', 'gender': 1}, {'name': 'William P. Hopkins', 'gender': 0}, {'name': 'Dayton Callie', 'gender': 2}, {'name': 'Ron Carley', 'gender': 0}, {'name': 'Shea R. Bredenkamp', 'gender': 0}, {'name': 'Michael Tushaus', 'gender': 0}, {'name': 'Patrick Tuttle', 'gender': 0}, {'name': 'Timothy A. Zimmerman', 'gender': 0}, {'name': 'Tim Keller', 'gender': 0}, {'name': 'Miss Understood', 'gender': 0}, {'name': 'Joey Arias', 'gender': 2}, {'name': 'Allen Hidalgo', 'gender': 0}, {'name': 'Mishell Chandler', 'gender': 0}, {'name': 'Catiria Reyes', 'gender': 0}, {'name': 'David Drumgold', 'gender': 0}, {'name': 'Miss Coco Peru', 'gender': 2}, {'name': 'Lionel Tiburcio', 'gender': 0}, {'name': 'Bernard A. Mosca', 'gender': 0}, {'name': ""Daniel T. 'Sweetie' Boothe"", 'gender': 0}, {'name': 'Susanne Bartsch', 'gender': 0}, {'name': 'Quentin Crisp', 'gender': 2}, {'name': 'Flotilla DeBarge', 'gender': 0}, {'name': 'Matthew Kasten', 'gender': 0}, {'name': 'Widow Norton', 'gender': 0}, {'name': 'CoCo LaChine', 'gender': 1}, {'name': 'Mike Fulk', 'gender': 0}, {'name': 'Niasse N. Mamadou', 'gender': 0}, {'name': 'Candis Cayne', 'gender': 1}, {'name': 'Shelton McDonald', 'gender': 0}, {'name': 'Richard Ogden', 'gender': 0}, {'name': 'James Palacio', 'gender': 0}, {'name': 'Steven Polito', 'gender': 2}, {'name': 'Philip Stoehr', 'gender': 0}, {'name': 'Margaret H. Flynn', 'gender': 1}, {'name': 'Billie J. Diekman', 'gender': 0}, {'name': 'Shari Shell-True', 'gender': 0}, {'name': 'Jimmy Ashmore', 'gender': 0}, {'name': 'George Costacos', 'gender': 0}, {'name': 'Chauncey Duren', 'gender': 0}, {'name': 'Marshall Factora', 'gender': 0}, {'name': 'Brian Ferrari', 'gender': 0}, {'name': 'Alphonso King, Jr.', 'gender': 0}, {'name': 'Lady Bunny', 'gender': 2}, {'name': 'Jesse Wells Martin', 'gender': 0}, {'name': 'Chris Place', 'gender': 0}, {'name': 'Channing Roos', 'gender': 0}, {'name': 'Johnathan Staci Kim', 'gender': 2}, {'name': 'Robin Williams', 'gender': 2}, {'name': 'Lito Wilson', 'gender': 0}]",['Beeban Kidron']
The Day After Tomorrow,2004,https://boxd.it/568nzD,2.5,Yes,2023-11-02,435,en,https://image.tmdb.org/t/p/original'/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg,46.11,6.529,2004-05-26,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",['US'],552639571,124,Where will you be?,"[{'name': 'Dennis Quaid', 'gender': 2}, {'name': 'Jake Gyllenhaal', 'gender': 2}, {'name': 'Emmy Rossum', 'gender': 1}, {'name': 'Dash Mihok', 'gender': 2}, {'name': 'Jay O. Sanders', 'gender': 2}, {'name': 'Sela Ward', 'gender': 1}, {'name': 'Austin Nichols', 'gender': 2}, {'name': 'Arjay Smith', 'gender': 2}, {'name': 'Tamlyn Tomita', 'gender': 1}, {'name': 'Sasha Roiz', 'gender': 2}, {'name': 'Ian Holm', 'gender': 2}, {'name': 'Richard McMillan', 'gender': 2}, {'name': 'Nassim Sharara', 'gender': 0}, {'name': 'Carl Alacchi', 'gender': 2}, {'name': 'Kenneth Welsh', 'gender': 2}, {'name': ""Michel 'Gish' Abou-Samah"", 'gender': 0}, {'name': 'Kenneth Moskow', 'gender': 2}, {'name': 'Glenn Plummer', 'gender': 2}, {'name': 'Adrian Lester', 'gender': 2}, {'name': 'Nestor Serrano', 'gender': 2}, {'name': 'John Maclaren', 'gender': 2}, {'name': 'Richard Zeman', 'gender': 2}, {'name': 'Perry King', 'gender': 2}, {'name': 'Mimi Kuzyk', 'gender': 1}, {'name': 'Vitali Makarov', 'gender': 2}, {'name': 'Russell Yuen', 'gender': 2}, {'name': 'Chris Britton', 'gender': 2}, {'name': 'Christian Tessier', 'gender': 2}, {'name': 'Rick Hoffman', 'gender': 2}, {'name': 'Alan Fawcett', 'gender': 2}, {'name': 'Sheila McCarthy', 'gender': 1}, {'name': 'Amy Sloan', 'gender': 1}, {'name': 'Karen Glave', 'gender': 1}, {'name': 'Joe Cobden', 'gender': 2}, {'name': 'Caroline Keenan', 'gender': 1}, {'name': 'Matt Adler', 'gender': 2}, {'name': 'Nobuya Shimamoto', 'gender': 2}, {'name': 'Robin Wilcock', 'gender': 2}, {'name': 'Jesus Perez', 'gender': 2}]",['Roland Emmerich']
The Day the Earth Stood Still,2008,https://boxd.it/568nXl,1,Yes,2023-11-02,10200,en,https://image.tmdb.org/t/p/original'/mrw9NShY6I2FgXwk8Ge437pn08N.jpg,37.722,5.608,2008-12-10,"['Drama', 'Science Fiction', 'Thriller']","['CA', 'US']",233093859,104,We thought the Earth was ours. We were wrong.,"[{'name': 'Keanu Reeves', 'gender': 2}, {'name': 'Jennifer Connelly', 'gender': 1}, {'name': 'Jaden Smith', 'gender': 2}, {'name': 'Jon Hamm', 'gender': 2}, {'name': 'Kathy Bates', 'gender': 1}, {'name': 'John Cleese', 'gender': 2}, {'name': 'Kyle Chandler', 'gender': 2}, {'name': 'Robert Knepper', 'gender': 2}, {'name': 'Brandon T. Jackson', 'gender': 2}, {'name': 'James Hong', 'gender': 2}, {'name': 'Jake McLaughlin', 'gender': 2}, {'name': 'John Rothman', 'gender': 2}, {'name': 'Sunita Prasad', 'gender': 1}, {'name': 'Juan Riedinger', 'gender': 2}, {'name': 'Sam Gilroy', 'gender': 2}, {'name': 'Tanya Champoux', 'gender': 1}, {'name': 'Rukiya Bernard', 'gender': 1}, {'name': 'Mousa Kraish', 'gender': 2}, {'name': 'J.C. MacKenzie', 'gender': 2}, {'name': 'Kurt Max Runte', 'gender': 2}, {'name': 'Daniel Bacon', 'gender': 2}, {'name': 'Reese Alexander', 'gender': 2}, {'name': 'Richard Keats', 'gender': 2}, {'name': 'Bill Mondy', 'gender': 2}, {'name': 'Judith Maxie', 'gender': 1}, {'name': 'Serge Houde', 'gender': 2}, {'name': 'Lorena Gale', 'gender': 1}, {'name': 'Stefanie Samuels', 'gender': 1}, {'name': 'Richard Tillman', 'gender': 2}, {'name': 'Camille Atebe', 'gender': 1}, {'name': 'Thomas Bradshaw', 'gender': 2}, {'name': 'Terence Dament', 'gender': 2}, {'name': 'Patrick Sabongui', 'gender': 2}, {'name': 'Jacob Blair', 'gender': 2}, {'name': 'Shaine Jones', 'gender': 2}, {'name': 'George Sharperson', 'gender': 2}, {'name': 'Shaker Paleja', 'gender': 2}, {'name': 'Doug Chapman', 'gender': 2}, {'name': 'Marci T. House', 'gender': 1}, {'name': 'Aaron Craven', 'gender': 2}, {'name': 'Roger Cross', 'gender': 2}, {'name': 'Heather Doerksen', 'gender': 1}, {'name': 'Hiro Kanagawa', 'gender': 2}, {'name': 'Craig Stanghetta', 'gender': 2}, {'name': 'Stefan Busse', 'gender': 2}, {'name': 'Dean Redman', 'gender': 2}, {'name': 'David Richmond-Peck', 'gender': 2}, {'name': 'Andrew Wheeler', 'gender': 2}, {'name': 'Darien Provost', 'gender': 2}, {'name': 'Daniel St. Andrews', 'gender': 2}, {'name': 'Brad Dryborough', 'gender': 2}, {'name': 'Ken Kirzinger', 'gender': 2}, {'name': ""William 'Big Sleeps' Stewart"", 'gender': 2}, {'name': 'Blair Redford', 'gender': 2}, {'name': 'Daniel Wisler', 'gender': 2}, {'name': 'Mark Kogan', 'gender': 2}, {'name': 'Ed Fong', 'gender': 0}, {'name': 'Sandy Colton', 'gender': 1}, {'name': 'Ty Olsson', 'gender': 2}, {'name': 'Jay-Nicolas Hackleman', 'gender': 2}, {'name': 'Dawn Chubai', 'gender': 1}, {'name': 'Joshua Close', 'gender': 2}, {'name': 'Leanne Adachi', 'gender': 1}, {'name': 'Geoff Meed', 'gender': 2}, {'name': 'Michael Hogan', 'gender': 2}, {'name': 'Ben Cotton', 'gender': 2}, {'name': 'Kevan Kase', 'gender': 2}, {'name': 'Josue Aguirre', 'gender': 2}, {'name': 'Matt Adler', 'gender': 2}]",['Scott Derrickson']
Percy Jackson & the Olympians: The Lightning Thief,2010,https://boxd.it/569cTT,3,Yes,2023-11-02,32657,en,https://image.tmdb.org/t/p/original'/8wmqmvJknPv6WptTRSA9kGUkPV7.jpg,65.289,6.215,2010-02-01,"['Adventure', 'Fantasy', 'Family']","['US', 'GB', 'CA']",226497209,118,Worlds collide.,"[{'name': 'Logan Lerman', 'gender': 2}, {'name': 'Brandon T. Jackson', 'gender': 2}, {'name': 'Alexandra Daddario', 'gender': 1}, {'name': 'Jake Abel', 'gender': 2}, {'name': 'Pierce Brosnan', 'gender': 2}, {'name': 'Sean Bean', 'gender': 2}, {'name': 'Steve Coogan', 'gender': 2}, {'name': 'Rosario Dawson', 'gender': 1}, {'name': 'Melina Kanakaredes', 'gender': 1}, {'name': 'Catherine Keener', 'gender': 1}, {'name': 'Kevin McKidd', 'gender': 2}, {'name': 'Joe Pantoliano', 'gender': 2}, {'name': 'Uma Thurman', 'gender': 1}, {'name': 'Julian Richings', 'gender': 2}, {'name': 'Charlie Gallant', 'gender': 2}, {'name': 'Alexis Knapp', 'gender': 1}, {'name': 'Marie Avgeropoulos', 'gender': 1}, {'name': 'Christie Laing', 'gender': 1}, {'name': ""Luisa d'Oliveira"", 'gender': 1}, {'name': 'Crystal Tisiga', 'gender': 1}, {'name': 'Marielle Jaffe', 'gender': 1}, {'name': 'Annie Ilonzeh', 'gender': 1}, {'name': 'Natassia Malthe', 'gender': 1}, {'name': 'Erica Cerra', 'gender': 1}, {'name': 'Maria Olsen', 'gender': 1}, {'name': 'Hector David Jr.', 'gender': 2}, {'name': 'Bonita Friedericy', 'gender': 1}, {'name': 'Elisa King', 'gender': 1}, {'name': 'Tania Saulnier', 'gender': 1}, {'name': 'Daniela Dib', 'gender': 1}, {'name': 'Chelan Simmons', 'gender': 1}, {'name': 'Andrea Brooks', 'gender': 1}, {'name': 'Jocelyn Ott', 'gender': 1}, {'name': 'Max Van Ville', 'gender': 2}, {'name': 'Serinda Swan', 'gender': 1}, {'name': 'Dimitri Lekkos', 'gender': 2}, {'name': 'Ona Grauer', 'gender': 1}, {'name': 'Stefanie von Pfetten', 'gender': 1}, {'name': 'Conrad Coates', 'gender': 2}, {'name': 'Dylan Neal', 'gender': 2}, {'name': 'Luke Camilleri', 'gender': 2}, {'name': 'Holly Hougham', 'gender': 1}, {'name': 'Raquel Riskin', 'gender': 1}, {'name': 'Yusleidis Oquendo', 'gender': 0}, {'name': 'Ina Geraldine Guy', 'gender': 0}, {'name': 'Janine Edwards', 'gender': 0}, {'name': 'Valerie Tian', 'gender': 1}, {'name': 'Violet Columbus', 'gender': 1}, {'name': 'Sarah Smyth', 'gender': 1}, {'name': 'Merritt Patterson', 'gender': 1}, {'name': 'Julie Luck', 'gender': 0}, {'name': 'Andrea Day', 'gender': 0}, {'name': 'Maya Washington', 'gender': 1}, {'name': 'John Stewart', 'gender': 2}, {'name': 'Matthew Garlick', 'gender': 0}, {'name': 'Dee Jay Jackson', 'gender': 2}, {'name': 'Stan Carp', 'gender': 2}, {'name': 'Suzanne Ristic', 'gender': 1}, {'name': 'Richard Harmon', 'gender': 2}, {'name': 'Robin LeMon', 'gender': 0}, {'name': 'Doyle Devereux', 'gender': 0}, {'name': 'Tom Pickett', 'gender': 2}, {'name': 'Keith Dallas', 'gender': 2}, {'name': 'V.J. Delos-Reyes', 'gender': 0}, {'name': 'Spencer Atkinson', 'gender': 0}, {'name': 'Tim Aas', 'gender': 0}, {'name': 'Zane Holtz', 'gender': 2}, {'name': 'Eli Zagoudakis', 'gender': 2}, {'name': 'Loyd Bateman', 'gender': 2}, {'name': 'Matt Reimer', 'gender': 0}, {'name': 'Shawn Beaton', 'gender': 2}, {'name': 'Rob Hayter', 'gender': 2}, {'name': 'Jarod Joseph', 'gender': 2}, {'name': 'Paul Cummings', 'gender': 0}, {'name': 'Reilly Dolman', 'gender': 2}, {'name': 'Julie Brar', 'gender': 0}, {'name': 'Dejan Loyola', 'gender': 2}, {'name': 'Mario Casoria', 'gender': 2}, {'name': 'Dorla Bell', 'gender': 1}, {'name': 'Carolyn Adair', 'gender': 1}, {'name': 'Jade Pawluk', 'gender': 2}, {'name': 'G. Patrick Currie', 'gender': 2}, {'name': 'Mariela Zapata', 'gender': 0}, {'name': 'Jaime M. Callica', 'gender': 2}, {'name': 'Sarah Francis', 'gender': 1}, {'name': 'Eddie Garcia', 'gender': 2}, {'name': 'Kenny Mugisha', 'gender': 0}, {'name': 'Jennifer Oleksiuk', 'gender': 1}, {'name': 'Izaak Smith', 'gender': 2}, {'name': 'Morgan Tanner', 'gender': 2}, {'name': 'Teya Wild', 'gender': 1}, {'name': 'Yannick Pudlorz', 'gender': 2}, {'name': 'Kenny Santiago Marrero', 'gender': 0}, {'name': 'Jay Williams', 'gender': 2}, {'name': 'Laura Jacobs', 'gender': 1}, {'name': 'Ray Winstone', 'gender': 2}, {'name': 'Ben van Diepen', 'gender': 2}]",['Chris Columbus']
Fire of Love,2022,https://boxd.it/56an2N,4,,2023-11-02,913823,en,https://image.tmdb.org/t/p/original'/9smEX8UP84yb2GisLwyAyQKvCWS.jpg,9.963,7.527,2022-07-06,['Documentary'],['US'],0,93,The greatest lava-fueled love story ever told.,"[{'name': 'Katia Krafft', 'gender': 1}, {'name': 'Maurice Krafft', 'gender': 0}, {'name': 'Alka Balbir', 'gender': 1}, {'name': 'Guillaume Tremblay', 'gender': 2}, {'name': 'Mezi Atwood', 'gender': 0}, {'name': 'Miranda July', 'gender': 1}]",['Sara Dosa']
